frame_id,x1,y1,x2,y2
18,168,261,639,638
18,797,253,898,337
18,0,207,212,291
18,464,163,543,177
18,1184,92,1274,235
18,1177,0,1221,43
18,560,0,709,16
18,0,0,637,229
19,1156,663,1206,720
19,176,644,416,720
19,1055,634,1134,720
19,8,610,50,720
19,407,595,473,720
19,502,302,1280,720
19,797,254,898,336
19,168,252,645,638
19,0,207,212,291
19,464,162,543,177
19,0,131,212,241
19,1184,92,1275,236
19,1177,1,1221,43
19,540,0,709,21
19,0,0,638,134
20,1156,662,1206,720
20,8,610,50,720
20,509,384,1280,720
20,797,301,952,454
20,168,248,652,720
20,796,247,898,336
20,0,207,212,291
20,464,162,543,177
20,1184,92,1277,237
20,1177,0,1227,43
20,547,0,711,19
20,0,0,634,241
21,108,692,156,720
21,1155,662,1210,720
21,0,609,101,720
21,797,301,952,453
21,796,246,898,335
21,168,236,1280,720
21,0,208,212,291
21,464,161,543,177
21,1185,92,1279,242
21,1177,1,1224,43
21,0,0,717,241
22,607,675,683,720
22,1156,662,1210,720
22,0,609,100,720
22,74,505,123,641
22,802,245,898,335
22,109,229,1280,720
22,0,208,212,292
22,1184,92,1280,246
22,1177,0,1224,42
22,0,0,725,241
23,1156,662,1207,720
23,607,659,678,720
23,1206,635,1280,716
23,80,505,123,641
23,802,245,898,335
23,0,223,1280,720
23,0,208,212,292
23,1184,92,1280,247
23,1176,0,1221,42
23,0,0,726,241
24,1156,662,1207,720
24,607,647,681,720
24,1206,634,1280,715
24,78,505,123,642
24,802,245,898,335
24,0,217,1280,720
24,0,207,212,291
24,1190,92,1280,248
24,1178,0,1222,41
24,0,0,731,240
25,1156,662,1210,720
25,611,633,681,720
25,1206,629,1280,712
25,802,245,898,335
25,6,209,1280,720
25,0,207,212,291
25,1190,92,1280,249
25,1178,0,1221,42
25,0,0,734,240
26,807,693,873,720
26,1156,619,1280,720
26,591,612,689,720
26,802,251,898,335
26,0,206,212,291
26,0,199,1280,720
26,1190,92,1280,249
26,1178,0,1222,42
26,0,0,744,240
27,1084,678,1138,720
27,1156,662,1210,720
27,1206,623,1280,711
27,592,598,689,720
27,824,245,898,335
27,0,206,212,291
27,0,191,1280,720
27,1191,92,1280,251
27,1178,1,1222,42
27,0,0,728,240
28,1206,623,1280,711
28,592,585,686,720
28,824,244,898,335
28,0,207,212,290
28,0,187,1280,720
28,1191,92,1280,254
28,1178,0,1222,42
28,0,0,716,240
29,1156,661,1210,720
29,1206,631,1280,711
29,606,574,692,720
29,1042,503,1076,537
29,824,244,898,335
29,0,206,212,290
29,0,176,1280,720
29,1191,92,1280,258
29,1178,0,1222,41
29,0,0,715,240
30,1156,661,1210,720
30,1206,631,1280,714
30,606,565,693,720
30,1039,490,1076,531
30,823,244,898,334
30,778,240,1280,720
30,0,206,212,290
30,0,176,865,720
30,1191,92,1280,271
30,1178,0,1222,41
30,0,0,698,240
31,945,690,991,720
31,321,690,375,720
31,1156,661,1210,720
31,1206,630,1280,711
31,607,555,690,720
31,1038,478,1076,531
31,0,206,212,290
31,0,170,1280,720
31,1191,92,1280,259
31,1178,0,1222,41
31,0,0,659,239
32,533,695,600,720
32,1156,660,1209,720
32,1206,633,1280,711
32,623,556,656,625
32,649,540,702,622
32,0,413,437,720
32,0,205,212,291
32,533,159,766,340
32,958,140,1101,152
32,315,92,1280,720
32,800,86,936,123
32,931,83,1039,126
32,1028,78,1112,112
32,795,59,928,77
32,1176,0,1223,39
32,0,0,659,238
33,505,681,606,720
33,1156,660,1209,720
33,1084,659,1126,718
33,1206,633,1280,711
33,309,592,472,720
33,623,556,656,618
33,649,525,701,622
33,0,413,442,720
33,0,204,212,290
33,534,155,765,334
33,394,92,1280,720
33,1177,0,1222,41
33,0,0,645,238
34,512,665,611,720
34,1156,660,1206,720
34,1073,635,1126,718
34,1206,633,1280,711
34,313,591,472,720
34,649,537,698,622
34,0,418,457,720
34,0,204,212,290
34,534,150,762,321
34,404,93,1280,720
34,1178,0,1222,39
34,0,0,655,238
35,1084,652,1125,717
35,514,649,642,720
35,1201,632,1280,710
35,662,516,698,579
35,0,418,472,720
35,0,204,212,290
35,534,145,762,309
35,404,93,1280,720
35,1178,0,1223,39
35,0,0,661,237
36,1173,632,1280,710
36,737,496,805,584
36,0,205,212,290
36,0,93,1280,720
36,1178,0,1222,39
36,370,0,660,46
36,0,0,481,237
37,1173,632,1280,710
37,1241,419,1280,477
37,0,205,212,290
37,0,130,1166,720
37,1109,94,1280,433
37,1178,0,1223,39
37,370,0,664,46
37,0,0,479,237
38,1173,632,1280,710
38,1034,558,1094,638
38,1235,401,1280,477
38,0,379,467,720
38,0,205,212,290
38,308,94,1280,720
38,1178,0,1222,39
38,373,0,663,45
38,0,0,479,237
39,942,695,978,720
39,110,688,175,720
39,1205,632,1280,710
39,1020,556,1094,638
39,970,450,1041,533
39,1224,397,1280,476
39,0,205,212,290
39,0,120,1143,720
39,1105,94,1280,412
39,374,0,663,45
39,0,0,479,236
40,109,668,260,720
40,975,658,1063,708
40,1205,637,1280,710
40,1001,540,1094,638
40,971,437,1040,518
40,1221,381,1280,476
40,0,204,212,290
40,0,116,1133,720
40,1098,95,1280,400
40,375,0,666,45
40,0,0,478,236
41,109,660,260,720
41,959,658,1063,707
41,1206,637,1280,710
41,972,423,1032,508
41,1214,372,1280,476
41,0,344,484,720
41,0,204,212,290
41,264,112,1118,720
41,1098,95,1280,386
41,376,0,668,45
41,0,0,478,236
42,318,680,375,720
42,1206,637,1280,710
42,970,402,1031,485
42,1213,354,1280,465
42,1014,340,1045,398
42,0,205,212,290
42,0,116,210,236
42,0,101,1116,720
42,1098,95,1280,379
42,100,17,361,27
42,377,0,674,45
42,0,0,478,127
43,952,653,1085,720
43,81,641,120,694
43,1206,636,1280,709
43,1034,540,1094,638
43,967,395,1026,471
43,1208,344,1280,465
43,1014,330,1045,398
43,0,315,490,720
43,0,205,212,290
43,0,116,199,236
43,247,96,1102,720
43,1097,95,1280,379
43,102,17,361,27
43,378,0,674,45
43,0,0,478,127
44,318,680,380,720
44,1084,649,1125,706
44,1206,636,1280,709
44,0,611,121,720
44,1034,558,1094,638
44,257,462,397,651
44,965,386,1016,458
44,1209,331,1280,465
44,1016,329,1039,374
44,34,305,490,720
44,0,205,212,290
44,1097,179,1215,370
44,0,116,199,236
44,318,96,1105,720
44,1199,95,1280,329
44,627,92,792,240
44,141,17,361,26
44,379,0,670,44
44,0,0,478,128
45,318,680,375,720
45,1206,637,1280,709
45,1034,558,1114,693
45,939,453,1030,560
45,257,453,399,630
45,965,378,1013,445
45,1192,324,1280,465
45,1014,320,1038,374
45,0,296,490,720
45,0,205,211,290
45,1092,172,1208,353
45,0,117,199,223
45,1199,95,1280,318
45,318,89,1103,720
45,640,88,792,231
45,145,17,361,26
45,381,0,690,44
45,0,0,477,127
46,315,680,375,720
46,1206,637,1280,720
46,834,610,934,716
46,939,443,1030,560
46,509,377,549,424
46,964,366,1006,434
46,1188,313,1280,463
46,1009,308,1038,371
46,0,287,512,720
46,0,205,211,290
46,1092,166,1200,337
46,0,117,199,223
46,1198,95,1280,303
46,356,83,1110,720
46,146,17,361,26
46,381,0,689,44
46,0,0,477,126
47,1090,685,1134,720
47,314,680,383,720
47,1163,665,1206,720
47,1206,629,1280,720
47,918,627,983,674
47,835,600,924,716
47,1003,559,1167,720
47,938,422,1004,532
47,956,345,1006,411
47,1184,293,1280,463
47,1005,285,1036,367
47,0,270,91,289
47,0,269,512,720
47,1190,233,1242,276
47,0,205,211,274
47,1080,152,1184,331
47,0,117,199,223
47,1202,95,1280,286
47,356,67,1077,720
47,381,0,701,44
47,0,0,478,126
48,314,680,383,720
48,1205,611,1280,720
48,835,600,924,716
48,924,583,991,610
48,1026,559,1205,720
48,944,497,1086,720
48,938,410,1004,532
48,958,337,992,405
48,1187,287,1280,462
48,1004,279,1033,353
48,0,260,515,720
48,1187,226,1237,270
48,0,206,207,274
48,1078,142,1183,331
48,0,118,199,223
48,1202,95,1280,281
48,356,66,1103,720
48,27,16,123,125
48,382,0,678,44
48,0,0,477,55
49,315,680,412,720
49,924,579,990,611
49,944,546,1280,720
49,0,501,123,720
49,954,497,995,557
49,931,400,1004,532
49,310,397,374,455
49,956,327,987,388
49,1184,278,1280,461
49,83,252,534,720
49,1189,214,1229,261
49,0,209,207,274
49,1073,137,1179,328
49,0,117,199,223
49,1202,110,1280,256
49,356,69,993,720
49,944,58,1062,260
49,27,25,121,125
49,412,0,675,43
49,0,0,477,55
50,324,681,422,720
50,0,575,100,720
50,924,497,1280,720
50,81,470,386,720
50,924,390,1004,532
50,317,386,368,440
50,957,316,983,379
50,1168,267,1280,444
50,143,244,534,549
50,0,232,144,274
50,94,209,207,269
50,0,175,88,224
50,1076,131,1179,322
50,110,117,200,202
50,1202,110,1280,261
50,356,64,992,720
50,944,51,1101,259
50,418,0,675,43
50,35,0,477,19
51,315,678,422,720
51,0,573,100,720
51,17,559,91,613
51,1060,552,1280,720
51,924,505,1101,720
51,81,475,385,720
51,921,381,994,513
51,327,377,377,431
51,1216,341,1270,398
51,955,306,980,373
51,1165,259,1236,333
51,152,236,549,537
51,0,233,140,273
51,94,221,202,270
51,1075,124,1179,322
51,1203,112,1280,263
51,355,46,1096,720
51,429,0,676,39
51,35,0,480,20
52,315,678,421,720
52,17,575,80,613
52,0,566,101,720
52,81,475,386,720
52,917,362,1280,720
52,343,356,389,412
52,1217,352,1264,396
52,951,292,980,354
52,1165,241,1236,331
52,26,238,136,269
52,0,176,88,218
52,1209,113,1280,266
52,1070,112,1179,322
52,172,39,1086,720
52,432,0,676,38
52,35,0,480,20
53,0,603,99,720
53,1053,504,1280,720
53,954,478,1093,720
53,82,475,385,720
53,913,352,982,474
53,345,348,399,403
53,949,285,975,346
53,1163,235,1235,331
53,173,214,569,505
53,1213,116,1280,269
53,1064,107,1158,284
53,316,33,1066,720
53,437,0,676,38
53,35,0,480,19
54,974,642,1063,710
54,0,603,98,720
54,954,495,991,544
54,944,432,1280,720
54,914,343,975,433
54,353,339,412,393
54,948,278,972,333
54,1159,230,1225,323
54,82,205,568,720
54,1212,118,1280,268
54,1066,101,1158,280
54,318,28,1066,720
54,439,0,676,36
54,14,0,483,39
55,320,679,422,720
55,0,594,98,720
55,561,560,696,698
55,82,461,382,720
55,932,433,1280,720
55,910,333,969,417
55,358,329,411,388
55,947,266,969,323
55,1153,223,1219,323
55,208,199,568,484
55,1210,119,1280,269
55,1066,96,1158,278
55,356,23,1065,720
55,446,0,676,35
55,14,0,483,21
56,210,691,256,720
56,330,679,394,720
56,574,547,696,669
56,0,501,123,720
56,83,457,384,720
56,945,433,1280,705
56,365,329,415,379
56,918,324,966,402
56,946,254,967,312
56,1147,214,1216,294
56,213,192,588,474
56,573,133,654,267
56,1203,120,1280,270
56,1060,89,1155,270
56,356,19,1065,720
56,448,0,675,34
56,35,0,365,19
57,343,680,375,720
57,11,501,123,720
57,83,442,403,720
57,942,416,1280,705
57,377,309,434,362
57,906,308,960,375
57,1146,200,1216,289
57,1202,155,1280,271
57,1159,142,1212,171
57,232,120,662,454
57,1059,80,1150,263
57,357,9,1059,720
57,460,0,675,32
57,236,0,482,18
57,37,0,265,18
58,0,596,101,720
58,83,434,397,720
58,387,301,434,351
58,901,298,959,369
58,1148,194,1179,233
58,0,175,86,201
58,245,167,597,445
58,1203,155,1280,270
58,574,113,663,248
58,1060,74,1145,235
58,357,6,1280,720
58,481,0,694,32
58,42,0,487,20
58,40,0,416,15
59,0,661,70,720
59,50,650,89,688
59,1207,636,1280,705
59,15,604,87,680
59,83,426,394,720
59,391,303,441,346
59,901,290,958,367
59,0,175,86,200
59,255,164,597,437
59,1203,155,1280,268
59,575,108,663,242
59,1058,69,1140,235
59,363,0,1280,720
59,485,0,682,31
59,42,0,488,20
59,40,0,415,15
60,0,610,101,720
60,970,560,1014,595
60,83,418,400,720
60,399,294,455,337
60,901,282,957,367
60,0,175,86,200
60,1203,155,1280,270
60,264,102,668,427
60,1056,64,1138,228
60,355,0,1280,720
60,486,0,682,31
60,40,0,488,19
61,0,610,102,720
61,602,483,709,600
61,900,424,938,486
61,407,294,450,332
61,901,275,954,367
61,1204,155,1280,270
61,1049,59,1137,223
61,83,0,1280,720
61,486,0,682,29
61,40,0,488,19
62,446,685,496,720
62,972,670,1046,720
62,664,463,710,563
62,619,451,676,514
62,892,401,922,469
62,930,339,1280,557
62,913,257,951,328
62,311,238,344,285
62,1205,144,1280,270
62,928,143,964,247
62,1145,113,1211,130
62,293,82,687,402
62,1046,50,1137,213
62,0,0,1061,720
62,496,0,682,29
62,40,0,488,20
63,848,678,893,718
63,447,670,496,720
63,920,661,1046,720
63,108,636,256,720
63,0,576,127,720
63,640,443,720,555
63,928,328,1280,544
63,913,250,950,322
63,320,232,352,276
63,1205,151,1280,270
63,927,137,962,242
63,96,0,1136,720
63,506,0,682,28
63,40,0,487,20
64,920,658,1046,720
64,439,651,501,720
64,257,622,376,720
64,844,613,886,718
64,875,601,970,663
64,0,503,265,720
64,909,479,954,522
64,673,443,718,532
64,640,432,682,498
64,879,387,946,487
64,922,312,1280,542
64,909,244,949,319
64,1208,178,1280,270
64,927,142,960,236
64,957,82,992,147
64,106,0,1135,720
64,518,0,681,28
64,40,0,243,12
65,272,696,372,720
65,277,646,368,704
65,437,637,520,720
65,836,614,888,717
65,875,602,1046,720
65,128,529,200,584
65,0,503,272,720
65,675,436,718,527
65,639,423,682,481
65,921,299,1280,527
65,907,237,948,307
65,1208,179,1280,268
65,928,143,951,229
65,955,76,992,147
65,319,64,698,377
65,975,44,1042,75
65,1042,38,1135,186
65,173,0,995,720
65,523,0,682,27
65,40,0,344,14
66,273,676,413,720
66,295,652,352,683
66,425,620,578,720
66,977,604,1046,658
66,1063,602,1114,663
66,0,524,39,568
66,0,502,270,720
66,640,414,722,515
66,921,344,959,404
66,959,290,1280,502
66,903,233,946,305
66,435,228,483,291
66,1208,183,1280,267
66,928,143,948,220
66,954,72,992,138
66,981,39,1039,69
66,1044,33,1126,178
66,181,0,1045,720
66,528,0,681,26
66,40,0,409,13
67,248,638,388,720
67,353,631,448,709
67,922,604,1005,642
67,775,604,1045,720
67,1002,599,1048,663
67,206,567,255,610
67,1033,562,1071,620
67,0,502,271,720
67,16,497,59,550
67,689,407,731,490
67,650,381,694,451
67,915,345,957,391
67,950,261,1280,489
67,448,213,495,275
67,903,210,944,297
67,1219,183,1280,268
67,927,137,949,206
67,950,60,992,138
67,976,33,1053,59
67,1036,24,1123,163
67,193,0,980,720
67,547,0,681,20
68,246,618,388,720
68,1006,615,1048,662
68,356,610,448,709
68,1067,604,1111,683
68,774,600,1042,720
68,907,589,1001,642
68,1033,564,1073,623
68,188,551,262,610
68,0,499,270,720
68,27,484,75,538
68,658,370,708,448
68,956,251,1273,477
68,906,209,944,286
68,368,192,399,235
68,1219,183,1280,267
68,925,127,949,205
68,947,56,992,138
68,967,19,1120,162
68,195,0,978,720
68,551,0,678,19
69,109,692,154,720
69,154,688,255,720
69,246,653,388,720
69,1065,611,1117,683
69,1005,610,1048,661
69,771,600,1044,720
69,290,594,461,710
69,1037,572,1074,624
69,904,569,1002,642
69,0,478,271,720
69,38,472,87,525
69,697,389,730,456
69,888,370,924,415
69,661,352,701,431
69,904,292,949,368
69,956,244,1268,461
69,904,200,944,282
69,375,185,406,229
69,1221,183,1280,267
69,925,125,952,196
69,946,51,992,138
69,972,13,1118,158
69,205,0,977,720
69,554,0,675,18
70,109,675,255,720
70,239,651,388,720
70,1066,611,1116,688
70,1005,610,1075,688
70,771,600,1042,720
70,293,579,469,710
70,1037,571,1074,624
70,904,566,1003,642
70,1024,545,1073,583
70,847,544,898,597
70,0,460,278,720
70,702,378,733,449
70,666,332,704,421
70,205,317,481,588
70,923,288,950,340
70,956,232,1243,450
70,904,195,942,277
70,1219,184,1280,266
70,424,158,777,720
70,924,125,954,189
70,945,45,992,137
70,971,8,1116,147
70,370,0,980,573
70,562,0,675,18
71,109,655,252,720
71,231,650,388,720
71,1005,612,1048,661
71,770,600,1042,720
71,1037,569,1073,623
71,905,547,1001,643
71,1011,545,1074,583
71,843,544,901,597
71,0,448,288,720
71,669,332,707,414
71,922,288,949,339
71,956,216,1235,435
71,1219,195,1280,266
71,904,185,940,261
71,390,169,421,215
71,923,119,952,180
71,371,78,649,320
71,944,41,992,137
71,969,5,1115,140
71,237,0,980,720
72,1005,612,1048,661
72,0,589,101,720
72,1037,571,1073,623
72,897,524,1001,643
72,842,516,903,598
72,987,503,1078,584
72,673,317,710,388
72,954,201,1221,417
72,1220,195,1280,265
72,898,177,935,240
72,1097,113,1135,143
72,922,109,954,180
72,614,96,664,164
72,940,32,992,137
72,968,0,1109,122
72,58,0,1042,720
73,1006,616,1046,660
73,0,573,101,720
73,904,562,1001,643
73,842,514,984,600
73,959,506,996,553
73,980,488,1075,624
73,901,300,928,360
73,914,251,943,332
73,1222,201,1280,260
73,954,192,1210,417
73,898,177,935,240
73,921,107,954,167
73,1089,106,1135,147
73,939,27,991,136
73,968,0,1108,118
73,69,0,1042,720
74,991,614,1046,661
74,0,573,101,720
74,1032,562,1074,619
74,837,495,1002,643
74,956,478,1070,581
74,80,400,420,720
74,1234,211,1280,259
74,952,181,1208,417
74,899,152,934,231
74,920,103,954,166
74,1088,99,1135,147
74,395,59,664,290
74,937,22,990,121
74,1010,0,1105,113
74,967,0,1027,23
74,263,0,1043,720
75,954,476,1074,622
75,686,287,720,363
75,279,285,516,494
75,904,254,939,340
75,1235,214,1280,259
75,953,176,1205,417
75,404,144,532,283
75,896,138,934,238
75,919,98,956,166
75,1084,96,1136,145
75,483,55,671,188
75,937,19,988,120
75,1013,0,1103,109
75,0,0,1073,720
75,39,0,409,15
76,1057,570,1100,656
76,295,272,518,484
76,952,161,1194,419
76,0,161,129,194
76,405,139,545,276
76,891,134,934,231
76,627,109,685,197
76,918,93,954,142
76,1082,90,1142,147
76,1110,58,1165,89
76,469,50,653,179
76,27,44,66,117
76,935,15,986,112
76,1014,0,1100,104
76,0,0,1093,720
76,0,0,496,40
77,1148,661,1203,720
77,1205,634,1280,707
77,305,250,531,457
77,0,161,130,196
77,66,108,149,141
77,917,86,944,130
77,962,80,1158,149
77,1105,56,1154,80
77,549,40,576,84
77,932,6,986,109
77,1011,0,1099,96
77,0,0,1184,720
77,0,0,510,116
78,1148,661,1203,720
78,1205,633,1280,708
78,696,267,731,326
78,905,252,934,302
78,325,241,531,446
78,0,227,148,268
78,0,161,130,196
78,899,119,930,200
78,66,108,144,132
78,445,102,550,257
78,917,83,942,122
78,1104,53,1149,78
78,930,2,985,106
78,1010,0,1096,89
78,0,0,1177,720
78,0,0,504,116
79,1155,661,1203,720
79,1206,633,1280,708
79,904,241,933,293
79,340,238,536,434
79,0,228,148,268
79,0,157,134,196
79,521,148,556,186
79,900,113,930,200
79,67,108,144,132
79,447,104,544,250
79,916,78,946,116
79,1103,45,1146,74
79,1004,0,1096,84
79,929,0,984,105
79,0,0,1175,720
79,0,0,504,116
80,1155,661,1203,720
80,1206,634,1280,708
80,903,236,931,285
80,342,233,540,422
80,0,232,143,269
80,0,157,134,196
80,900,108,929,199
80,447,107,546,245
80,915,75,943,110
80,1003,0,1095,79
80,928,0,984,99
80,0,0,1170,720
80,0,0,504,115
81,1155,661,1203,720
81,1206,633,1280,708
81,0,232,143,269
81,900,228,928,276
81,375,225,543,413
81,0,160,131,196
81,466,107,561,238
81,915,72,942,107
81,1097,34,1147,66
81,927,0,981,100
81,0,0,1166,720
81,0,0,504,115
82,1155,661,1210,720
82,1206,633,1280,708
82,0,232,143,270
82,901,214,928,258
82,0,160,131,207
82,385,96,574,389
82,953,80,1001,129
82,913,65,942,97
82,1091,28,1166,55
82,1001,0,1086,61
82,921,0,983,79
82,0,0,1155,720
82,0,0,505,115
83,1155,661,1203,720
83,1206,634,1280,708
83,1014,550,1094,638
83,385,309,428,345
83,0,228,147,270
83,0,160,131,199
83,403,93,577,378
83,953,81,987,129
83,912,62,941,94
83,1089,25,1139,52
83,1002,0,1085,61
83,922,0,979,79
83,0,0,1151,720
83,0,0,505,115
84,1206,634,1280,708
84,1037,555,1094,635
84,1015,550,1075,609
84,0,233,143,269
84,404,198,564,369
84,0,161,130,196
84,492,86,581,214
84,948,81,986,128
84,912,59,941,89
84,1088,22,1137,49
84,997,0,1084,59
84,921,0,979,77
84,0,0,1149,720
84,0,0,505,115
85,1206,637,1280,708
85,1037,561,1094,635
85,1019,550,1061,580
85,0,233,143,269
85,421,196,564,359
85,0,161,130,196
85,478,82,582,208
85,950,80,986,126
85,911,51,941,85
85,1087,19,1134,44
85,997,0,1082,50
85,920,0,979,68
85,0,0,1142,720
85,0,0,505,115
86,1206,638,1280,708
86,0,161,130,196
86,421,78,583,349
86,947,73,992,125
86,910,49,940,81
86,1086,15,1133,38
86,993,0,1080,47
86,920,0,979,69
86,0,0,1140,720
86,0,0,504,115
87,1206,634,1280,709
87,0,229,146,270
87,435,174,584,332
87,0,161,132,198
87,474,70,598,197
87,946,62,992,119
87,1083,10,1136,30
87,1178,0,1222,37
87,993,0,1078,38
87,920,0,974,61
87,0,0,1135,720
87,590,0,678,100
87,0,0,507,117
88,1206,634,1280,717
88,0,213,167,271
88,82,203,208,272
88,436,169,585,323
88,0,133,150,200
88,470,65,609,192
88,945,57,983,110
88,1080,7,1132,27
88,1178,0,1223,38
88,994,0,1076,34
88,919,0,974,53
88,0,0,1135,720
88,595,0,679,95
88,0,0,510,118
89,354,702,421,720
89,1206,695,1280,720
89,1206,634,1280,709
89,0,213,168,271
89,0,203,212,285
89,436,165,588,315
89,0,133,151,208
89,65,107,145,133
89,470,61,615,187
89,944,57,981,110
89,1079,3,1131,23
89,1178,0,1225,39
89,994,0,1075,31
89,919,0,972,48
89,0,0,1132,720
89,593,0,683,89
89,0,0,511,118
90,1142,634,1280,720
90,0,213,168,271
90,71,203,208,275
90,436,152,593,306
90,937,57,988,112
90,516,56,619,181
90,1178,0,1226,40
90,993,0,1070,28
90,920,0,970,46
90,0,0,1127,720
90,581,0,686,85
90,0,0,514,208
91,1142,634,1280,720
91,0,214,168,271
91,0,203,212,286
91,0,134,151,204
91,66,108,145,134
91,934,55,983,104
91,463,53,628,298
91,1013,13,1127,212
91,1178,0,1226,40
91,993,0,1049,25
91,920,0,967,40
91,0,0,1076,720
91,606,0,690,81
91,0,0,516,119
92,1085,610,1280,720
92,445,279,519,398
92,1073,231,1110,303
92,0,203,212,286
92,463,139,603,283
92,934,46,985,104
92,533,45,632,176
92,1010,6,1127,198
92,1178,0,1226,43
92,994,0,1043,17
92,920,0,966,35
92,0,0,1094,720
92,608,0,694,73
92,0,0,519,211
93,354,592,478,720
93,984,484,1041,519
93,0,204,212,278
93,490,130,613,277
93,941,46,977,79
93,537,39,634,169
93,997,4,1130,188
93,1178,0,1256,49
93,920,0,961,28
93,4,0,1280,720
93,613,0,697,69
93,0,0,519,202
94,5,606,50,720
94,354,592,475,720
94,53,350,522,720
94,478,284,648,629
94,986,259,1020,353
94,960,256,985,377
94,532,252,624,378
94,0,211,514,464
94,0,202,212,280
94,0,135,156,206
94,67,111,146,136
94,337,70,526,95
94,58,54,173,79
94,173,50,320,73
94,904,20,936,45
94,441,18,639,271
94,1177,0,1280,57
94,980,0,1043,15
94,588,0,1280,720
94,593,0,702,64
94,0,0,523,121
95,6,605,50,720
95,354,592,473,720
95,80,502,123,643
95,543,429,582,493
95,171,349,299,527
95,594,284,646,387
95,551,251,617,354
95,1139,123,1204,142
95,903,16,938,45
95,695,11,739,86
95,1078,0,1280,80
95,975,0,1038,40
95,797,0,835,48
95,592,0,1280,720
95,0,0,644,720
96,6,606,50,720
96,354,592,473,720
96,80,503,123,644
96,0,467,71,514
96,546,416,585,482
96,176,341,304,524
96,810,307,836,378
96,595,285,646,386
96,572,251,617,304
96,0,132,538,720
96,1139,120,1202,141
96,222,113,475,134
96,0,109,176,220
96,903,15,936,42
96,699,8,741,82
96,1104,0,1280,77
96,866,0,1132,276
96,976,0,1026,38
96,799,0,835,46
96,0,0,1280,720
97,6,606,50,720
97,644,602,685,666
97,372,592,473,720
97,80,502,124,654
97,177,446,235,524
97,546,417,585,482
97,156,412,467,720
97,235,332,305,436
97,816,292,837,378
97,607,257,664,367
97,570,255,617,303
97,0,176,550,507
97,156,160,212,211
97,1059,150,1142,221
97,187,132,436,174
97,403,113,464,132
97,902,10,934,35
97,1104,0,1280,68
97,892,0,1110,264
97,978,0,1016,33
97,799,0,835,45
97,630,0,1280,720
97,0,0,716,250
98,6,606,50,720
98,364,592,473,720
98,738,503,815,594
98,80,502,123,700
98,156,394,467,720
98,235,327,306,435
98,607,257,664,364
98,571,255,617,303
98,0,199,209,282
